id,asin,title,group,salesrank,similar_count,similar_asins,categories_count,categories_list,reviews_total,reviews_downloaded,reviews_avg_rating,reviews_list
2173,1580082653,Dinosaur Bar-B-Que: An American Roadhouse,Book,12988,5,0811829618;0895871521;1585746894;1594861099;1552855236,3,"|Books[283155]|Subjects[1000]|Cooking, Food & Wine[6]|General[4233] ; |Books[283155]|Subjects[1000]|Cooking, Food & Wine[6]|Outdoor Cooking[4245]|Barbecuing & Grilling[4246] ; |Books[283155]|Subjects[1000]|Cooking, Food & Wine[6]|Regional & International[4262]|U.S. Regional[4300]|Middle Atlantic[4309]",35,35,5.0,date:2001-5-23|user:A3QJCZI9D78I9F|score:5|votes:11|help:11 ; date:2001-6-6|user:AB130EJJXPAR5|score:5|votes:3|help:1 ; date:2001-6-12|user:A2DCUAMFDK4Q1O|score:5|votes:3|help:3 ; date:2001-6-12|user:A3L3MNNH38H627|score:5|votes:3|help:2 ; date:2001-6-18|user:A2VKH67S6KGDST|score:5|votes:6|help:6 ; date:2001-6-20|user:A1FDC6L6JPHLZW|score:5|votes:3|help:2 ; date:2001-6-20|user:A1FDC6L6JPHLZW|score:5|votes:0|help:0 ; date:2001-6-20|user:A1FDC6L6JPHLZW|score:5|votes:1|help:1 ; date:2001-6-20|user:A320IKP4DA52G7|score:5|votes:2|help:1 ; date:2001-6-21|user:A2R9B1VTAIV5MI|score:5|votes:3|help:3 ; date:2001-6-21|user:AS7H0YKB2404Z|score:5|votes:2|help:2 ; date:2001-7-8|user:A20W91TA23BYXR|score:5|votes:1|help:1 ; date:2001-7-12|user:A2IVO10YT21S8D|score:5|votes:3|help:1 ; date:2001-7-14|user:A17657SWAEHEDC|score:5|votes:4|help:3 ; date:2001-7-19|user:A1W7XR593KAHI|score:5|votes:5|help:5 ; date:2001-7-28|user:A364Q8A2L5LHB0|score:5|votes:1|help:1 ; date:2001-8-1|user:A3D0RU1URR2IOF|score:5|votes:5|help:5 ; date:2001-8-18|user:A3CG6YLYZJXQG4|score:4|votes:2|help:2 ; date:2001-11-23|user:A3NLU1U1UBFDRT|score:5|votes:1|help:1 ; date:2001-11-25|user:A1K0VJP8L9UY8H|score:5|votes:1|help:1 ; date:2001-11-25|user:A1K0VJP8L9UY8H|score:5|votes:1|help:1 ; date:2001-12-10|user:A36ZGS9H026BOM|score:5|votes:2|help:1 ; date:2001-12-29|user:A18XSMX6W4T0XP|score:5|votes:3|help:3 ; date:2002-1-27|user:A137S2UP9LDF1R|score:5|votes:3|help:3 ; date:2002-3-16|user:A17Q7KT93AGHEG|score:5|votes:3|help:3 ; date:2002-4-22|user:A35OJDGY9Y4RPU|score:5|votes:0|help:0 ; date:2002-7-18|user:A2FRP6YK7DPIW9|score:5|votes:2|help:2 ; date:2002-7-22|user:AQH5T607EOCXK|score:5|votes:3|help:3 ; date:2002-10-14|user:A1ZQSYZ0SKF7JR|score:5|votes:3|help:3 ; date:2002-12-31|user:A2AQV4G5P4X196|score:5|votes:3|help:3 ; date:2003-6-15|user:ARXTZLSQI1C4D|score:5|votes:1|help:1 ; date:2004-6-18|user:A209PNDMISGO2Y|score:5|votes:1|help:1 ; date:2004-9-8|user:AG5RES1EOBZXR|score:5|votes:1|help:1 ; date:2004-11-5|user:A2SC67Z2ZT7TFP|score:5|votes:1|help:1 ; date:2005-3-8|user:A28KI1D1ZXEM2E|score:5|votes:1|help:1
2292,0936184183,How to Stir-Fry,Book,649888,0,,3,"|Books[283155]|Subjects[1000]|Cooking, Food & Wine[6]|General[4233] ; |Books[283155]|Subjects[1000]|Cooking, Food & Wine[6]|Regional & International[4262]|Asian[4264]|Chinese[4266] ; |Books[283155]|Subjects[1000]|Cooking, Food & Wine[6]|Regional & International[4262]|Asian[4264]|Wok Cookery[4272]",0,0,0.0,
2379,1881659569,Wine Spectator's California Wine,Book,146942,5,1881796108;0762419644;0520213513;1881796116;0743229320,4,"|Books[283155]|Subjects[1000]|Cooking, Food & Wine[6]|Drinks & Beverages[4219]|Spirits[4223] ; |Books[283155]|Subjects[1000]|Cooking, Food & Wine[6]|Drinks & Beverages[4219]|Wine[4224]|Wine & Winemaking[4227] ; |Books[283155]|Subjects[1000]|Cooking, Food & Wine[6]|General[4233] ; |Books[283155]|Subjects[1000]|Cooking, Food & Wine[6]|Regional & International[4262]|U.S. Regional[4300]|California[4305]",3,3,4.5,date:2000-1-7|user:A2RIUTNOI1H9US|score:4|votes:45|help:41 ; date:2000-11-8|user:A1IFUDNCVWCP87|score:4|votes:9|help:9 ; date:2003-6-28|user:A1BELKH8POXPTV|score:5|votes:2|help:2
2391,1571452559,What's Cooking: Mediterranean,Book,694442,5,1571451501;1571452532;1571452567;1571451528;0553096087,2,"|Books[283155]|Subjects[1000]|Cooking, Food & Wine[6]|General[4233] ; |Books[283155]|Subjects[1000]|Cooking, Food & Wine[6]|Regional & International[4262]|European[4275]|Mediterranean[4286]",0,0,0.0,
2443,0802136516,"Much Depends on Dinner: The Extraordinary History and Mythology, Allure and Obsessions, Perils and Taboos, of an Ordinary Meal",Book,48279,5,0140170790;0517884046;0743226445;1550225634;0345440161,5,"|Books[283155]|Subjects[1000]|Cooking, Food & Wine[6]|Gastronomy[4229]|Essays[4230] ; |Books[283155]|Subjects[1000]|Cooking, Food & Wine[6]|Gastronomy[4229]|History[4232] ; |Books[283155]|Subjects[1000]|Cooking, Food & Wine[6]|General[4233] ; |Books[283155]|Subjects[1000]|Nonfiction[53]|Social Sciences[11232]|Customs & Traditions[11244] ; |Books[283155]|Subjects[1000]|Literature & Fiction[17]|World Literature[10311]|Mythology[12599]|General[12617]",8,8,4.5,date:1997-7-18|user:A3F7YY5P3IJUQZ|score:4|votes:4|help:1 ; date:1999-9-23|user:ATVPDKIKX0DER|score:4|votes:5|help:4 ; date:1999-9-24|user:A23RWPA52MKWI8|score:4|votes:13|help:9 ; date:2001-5-16|user:A3K77GJCI8FRYU|score:5|votes:2|help:1 ; date:2001-7-3|user:A2HOLM5I1ARX9J|score:5|votes:8|help:8 ; date:2001-11-3|user:AEP9LH0OOB3EX|score:5|votes:5|help:2 ; date:2001-11-14|user:A3DET8JZRKSF2P|score:4|votes:6|help:6 ; date:2004-5-17|user:A4H4KYSM2KQ85|score:5|votes:1|help:1
2453,2080106449,Gourmet Paris 2002,Book,900117,5,0761114793;1892975475;0060956887;1566564743;1580080650,5,"|Books[283155]|Subjects[1000]|Cooking, Food & Wine[6]|General[4233] ; |Books[283155]|Subjects[1000]|Travel[27]|General[17025]|Food & Lodging[17031]|Dining[17035] ; |Books[283155]|Subjects[1000]|Travel[27]|Europe[16917]|France[16940]|Paris[67608] ; |[265523]|Amazon.com Stores[285080]|Travel[605012]|Categories[3074321]|Travel Books[639538]|Europe[639832]|France[639868]|Paris[639886] ; |[265523]|Amazon.com Stores[285080]|Travel[605012]|Categories[3074321]|Travel Books[639538]|General[640084]|Food & Lodging[640090]|Dining[640094]",2,2,5.0,date:1999-12-19|user:A22B35BEKCNKWO|score:5|votes:30|help:30 ; date:2001-4-24|user:AOPQVWE60GQF4|score:5|votes:6|help:6
2470,1557883599,The Mediterranean Vegan Kitchen,Book,3876,5,0609809814;1570671036;1569244766;0761529519;0609804898,3,"|Books[283155]|Subjects[1000]|Cooking, Food & Wine[6]|General[4233] ; |Books[283155]|Subjects[1000]|Cooking, Food & Wine[6]|Regional & International[4262]|European[4275]|Mediterranean[4286] ; |Books[283155]|Subjects[1000]|Health, Mind & Body[10]|Diets & Weight Loss[4613]|Diets[4615]|Vegan[4619]",38,38,5.0,date:2001-5-18|user:AMYNT1O2C8NQ1|score:5|votes:40|help:40 ; date:2001-7-6|user:A16GK2ZYBVB9Z8|score:5|votes:44|help:44 ; date:2001-7-23|user:A3S3R88HA0HZG3|score:5|votes:8|help:8 ; date:2001-7-24|user:A24EV5WOJSK9IC|score:5|votes:48|help:48 ; date:2001-10-28|user:A19LQFA5VDYS8O|score:5|votes:104|help:102 ; date:2001-11-1|user:A3CG6YLYZJXQG4|score:4|votes:40|help:38 ; date:2001-11-15|user:A34M4J2J8LS57A|score:5|votes:10|help:10 ; date:2001-12-19|user:A3QIBAKCX2OZXH|score:5|votes:8|help:8 ; date:2002-1-24|user:A32GK89C999834|score:5|votes:33|help:33 ; date:2002-5-6|user:AND37T58HVSWI|score:5|votes:8|help:7 ; date:2002-8-12|user:AS30E309UVCDG|score:5|votes:35|help:35 ; date:2002-10-11|user:A2MV8OKBNCXAC4|score:5|votes:6|help:5 ; date:2002-11-22|user:A3FQXAMWOIHA57|score:5|votes:48|help:46 ; date:2002-11-25|user:A1Y2Q86BCAD7E4|score:5|votes:4|help:2 ; date:2003-1-14|user:A3SF8Q037OM6M7|score:5|votes:23|help:23 ; date:2003-2-7|user:A16T7AYPQSBIX5|score:4|votes:9|help:9 ; date:2003-4-20|user:AUUISXELKWP71|score:5|votes:4|help:3 ; date:2003-4-29|user:A3BWMVKU15VRG5|score:5|votes:13|help:13 ; date:2003-5-16|user:A3JUYRWBWKI2U2|score:5|votes:16|help:14 ; date:2003-10-1|user:A30I4G60VUSLS7|score:5|votes:16|help:16 ; date:2003-11-24|user:A13NHCGO34VAL7|score:5|votes:8|help:8 ; date:2003-11-30|user:AXGH7Z4RYEUMW|score:4|votes:11|help:11 ; date:2003-12-31|user:A2E6T9YSZRWLR9|score:3|votes:25|help:21 ; date:2004-1-14|user:ADES6S50KM98N|score:5|votes:2|help:1 ; date:2004-1-15|user:A1R7W7LADTGN0D|score:4|votes:10|help:10 ; date:2004-2-1|user:A3JOBNYHUZ4SJ7|score:5|votes:6|help:6 ; date:2004-2-16|user:A19R0MNJFD3L81|score:5|votes:1|help:1 ; date:2004-4-22|user:ALVCNZ7OQJ1V0|score:5|votes:8|help:8 ; date:2004-6-21|user:A3LOFWUHPEJEMX|score:5|votes:10|help:9 ; date:2004-6-24|user:A2OG4ZMJ582XLY|score:5|votes:16|help:16 ; date:2004-7-15|user:A368OG411DFSCA|score:5|votes:8|help:8 ; date:2004-7-31|user:ALKRBD8HV6XWZ|score:5|votes:20|help:20 ; date:2004-9-25|user:AVIF8WPEQ8YUD|score:5|votes:0|help:0 ; date:2004-10-6|user:A37R3LB4M480MH|score:5|votes:3|help:2 ; date:2004-11-12|user:A2WIANNUWWC2BJ|score:5|votes:13|help:13 ; date:2004-12-9|user:A34ZXT8EAY879G|score:5|votes:11|help:11 ; date:2005-1-1|user:A2K3TFNY72T46Z|score:4|votes:41|help:38 ; date:2005-3-27|user:ADJDMSWSYME59|score:5|votes:0|help:0
2490,0028620275,Betty Crocker's Expressipes: 100 Great Recipes in 30 Minutes or Less (Betty Crocker Home Library),Book,1555532,0,,2,"|Books[283155]|Subjects[1000]|Cooking, Food & Wine[6]|General[4233] ; |Books[283155]|Subjects[1000]|Cooking, Food & Wine[6]|Quick & Easy[4257]|General[4259]",0,0,0.0,
2496,0809233495,The Ultimate Pizza : The World's Favorite Pizza Recipes--from Deep Dish to Dessert,Book,587199,5,0809257300;0963203401;0761504486;0895867885;089529656X,2,"|Books[283155]|Subjects[1000]|Cooking, Food & Wine[6]|Baking[4196]|Pizza[4206] ; |Books[283155]|Subjects[1000]|Cooking, Food & Wine[6]|General[4233]",4,4,4.0,date:1997-9-10|user:ATVPDKIKX0DER|score:5|votes:2|help:1 ; date:1999-9-9|user:AEUABPCIJK8ZY|score:2|votes:9|help:7 ; date:2000-5-1|user:A1BXLY77IJIR4I|score:5|votes:15|help:12 ; date:2002-5-22|user:A11AI9E9E6APN7|score:4|votes:1|help:1
2545,0762405007,The Cheese Companion: The Connoisseur's Guide (Connoisseur Companions),Book,462008,2,0847815994;0894807625,4,"|Books[283155]|Subjects[1000]|Cooking, Food & Wine[6]|Cooking by Ingredient[4208]|Cheese & Dairy[4209] ; |Books[283155]|Subjects[1000]|Cooking, Food & Wine[6]|General[4233] ; |Books[283155]|Subjects[1000]|Cooking, Food & Wine[6]|Reference[4261] ; |Books[283155]|Subjects[1000]|Cooking, Food & Wine[6]|Regional & International[4262]|International[4296]",3,3,4.5,date:2000-1-10|user:A1LDQ59Z340LC9|score:4|votes:16|help:14 ; date:2000-4-29|user:A275G0Y76JFU5O|score:5|votes:13|help:13 ; date:2000-5-22|user:AEPQATQMVD8KG|score:5|votes:11|help:8
