id,asin,title,group,salesrank,similar_count,similar_asins,categories_count,categories_list,reviews_total,reviews_downloaded,reviews_avg_rating,reviews_list
29128,1580400027,The Complete Quick & Hearty Cookbook,Book,524132,2,0945448600;1580401805,6,"|Books[283155]|Subjects[1000]|Cooking, Food & Wine[6]|General[4233] ; |Books[283155]|Subjects[1000]|Cooking, Food & Wine[6]|Quick & Easy[4257]|General[4259] ; |Books[283155]|Subjects[1000]|Cooking, Food & Wine[6]|Special Diet[4317]|Diabetic & Sugar-Free[4318] ; |Books[283155]|Subjects[1000]|Cooking, Food & Wine[6]|Special Diet[4317]|Low Fat[4323] ; |Books[283155]|Subjects[1000]|Health, Mind & Body[10]|Diets & Weight Loss[4613]|Special Conditions[4632]|Low-Fat Diet[282849] ; |Books[283155]|Subjects[1000]|Health, Mind & Body[10]|Nutrition[282861]|American Diabetes Association[282870]",3,3,3.5,date:1999-6-4|user:ATVPDKIKX0DER|score:5|votes:12|help:9 ; date:1999-6-7|user:ATVPDKIKX0DER|score:5|votes:10|help:10 ; date:1999-11-25|user:A6E6JUISCNYGG|score:1|votes:69|help:63
29358,1840001208,Hugh Johnson's Story of Wine,Book,458544,5,0691070806;019866236X;0060937378;0393051625;1840003324,3,"|Books[283155]|Subjects[1000]|Cooking, Food & Wine[6]|Drinks & Beverages[4219]|Spirits[4223] ; |Books[283155]|Subjects[1000]|Cooking, Food & Wine[6]|Gastronomy[4229]|History[4232] ; |Books[283155]|Subjects[1000]|Cooking, Food & Wine[6]|General[4233]",3,3,4,date:1999-2-19|user:ATVPDKIKX0DER|score:2|votes:11|help:6 ; date:1999-8-23|user:A2JZB3NNDVZDLG|score:5|votes:15|help:15 ; date:2002-12-26|user:A2SFTMZMKZ4IT|score:5|votes:2|help:2
29381,0936184590,"Here In America's Test Kitchen: All New Recipes, Quick Tips, Equipment Ratings, Food Tastings, and Science Experiments from the Hit Public Television Show",Book,23268,5,093618471X;093618454X;0936184825;0936184655;0936184744,3,"|Books[283155]|Subjects[1000]|Cooking, Food & Wine[6]|General[4233] ; |Books[283155]|Subjects[1000]|Cooking, Food & Wine[6]|Special Occasions[4327]|General[4330] ; |Books[283155]|Subjects[1000]|Cooking, Food & Wine[6]|Special Occasions[4327]|Holidays[4332]",10,10,5,date:2003-1-7|user:AWNBZSEZ9P8BE|score:5|votes:64|help:61 ; date:2003-1-17|user:A2J35I5QPCA7OH|score:5|votes:12|help:9 ; date:2003-3-4|user:AIUGQ4PNB8T6P|score:5|votes:6|help:5 ; date:2003-3-14|user:A3D0RU1URR2IOF|score:5|votes:17|help:17 ; date:2003-5-15|user:A1ZEH15CG08UBL|score:5|votes:11|help:11 ; date:2003-6-4|user:AAXKGOLRGBC95|score:5|votes:23|help:23 ; date:2003-7-2|user:ANV6EN2Y721HZ|score:5|votes:18|help:17 ; date:2003-7-16|user:A3NOG53JXHPYYA|score:5|votes:8|help:5 ; date:2003-12-13|user:A3DFA605HEEC1X|score:5|votes:18|help:18 ; date:2004-1-12|user:A1V7VLIQX2U0DQ|score:5|votes:12|help:12
29405,0028619404,Weight Watchers' Simply the Best : 250 Prizewinning Family Recipes,Book,16234,5,002863716X;0764565176;0743245946;0743245938;0743245962,6,"|Books[283155]|Subjects[1000]|Cooking, Food & Wine[6]|General[4233] ; |Books[283155]|Subjects[1000]|Health, Mind & Body[10]|Diets & Weight Loss[4613]|Diets[4615]|Low Fat[4618] ; |Books[283155]|Subjects[1000]|Health, Mind & Body[10]|Diets & Weight Loss[4613]|Diets[4615]|Weight Loss[4621] ; |Books[283155]|Subjects[1000]|Health, Mind & Body[10]|Diets & Weight Loss[4613]|Diets[4615]|Weight Maintenance[4622] ; |Books[283155]|Subjects[1000]|Health, Mind & Body[10]|Alternative Medicine[4696]|Healing[4702] ; |Books[283155]|Subjects[1000]|Health, Mind & Body[10]|Diets & Weight Loss[4613]|Diets[4615]|Weight Watchers[282857]",64,64,4.5,date:1998-7-8|user:A3N96LVDGIJJ4L|score:4|votes:2|help:2 ; date:1998-7-13|user:A13Q2XN039387Z|score:5|votes:2|help:2 ; date:1998-8-4|user:A2EJHGKEA629VN|score:5|votes:2|help:2 ; date:1998-11-14|user:A10Y7BXAFKMTCG|score:5|votes:77|help:76 ; date:1998-11-25|user:A2OS6FWNHW58SF|score:5|votes:68|help:68 ; date:1999-1-5|user:ATVPDKIKX0DER|score:5|votes:2|help:2 ; date:1999-2-14|user:ATVPDKIKX0DER|score:5|votes:3|help:3 ; date:1999-2-28|user:A2O750O98XATYB|score:5|votes:10|help:10 ; date:1999-3-11|user:A23HT3XYP8GN0J|score:5|votes:9|help:9 ; date:1999-4-2|user:A1AULXM1TS24EE|score:5|votes:4|help:4 ; date:1999-6-3|user:AX3LLWW3UU5LH|score:5|votes:10|help:10 ; date:1999-8-1|user:ATVPDKIKX0DER|score:5|votes:5|help:5 ; date:1999-11-3|user:AF8QFH1Z5PGAQ|score:5|votes:16|help:15 ; date:1999-11-4|user:ATVPDKIKX0DER|score:5|votes:25|help:24 ; date:2000-1-21|user:A1LF04LW35NFG4|score:5|votes:16|help:16 ; date:2000-2-5|user:A27LJT4YH8KB4Q|score:5|votes:5|help:4 ; date:2000-2-9|user:A3GAFDV2PWXNNW|score:5|votes:4|help:3 ; date:2000-2-20|user:A1XNBEM4LS3JQV|score:5|votes:23|help:23 ; date:2000-3-26|user:AXL8M62MXTE1Q|score:5|votes:10|help:10 ; date:2000-4-8|user:A3MD6XLQTY6QNH|score:4|votes:7|help:7 ; date:2000-4-17|user:A2Y1GLDT9TLKQC|score:4|votes:8|help:6 ; date:2000-4-18|user:AGH2MBEICVVUL|score:5|votes:7|help:4 ; date:2000-4-25|user:A3N4ILR8ZXD8X1|score:4|votes:9|help:8 ; date:2000-5-13|user:A3JN6AVA9KA4Y5|score:5|votes:27|help:24 ; date:2000-8-18|user:A25GIBYOCHGQFG|score:5|votes:11|help:11 ; date:2000-10-2|user:A330IA5D5LQCG2|score:4|votes:58|help:58 ; date:2000-10-3|user:A1KXONFPU2XQ5K|score:5|votes:2|help:2 ; date:2000-10-16|user:A1IQPMEWYPQVVL|score:3|votes:14|help:10 ; date:2000-11-5|user:A3TSYLB12QAMDC|score:5|votes:28|help:26 ; date:2000-11-13|user:AY2KLXN42UYV4|score:4|votes:6|help:6 ; date:2000-11-13|user:AY2KLXN42UYV4|score:4|votes:1|help:1 ; date:2000-11-13|user:AY2KLXN42UYV4|score:4|votes:1|help:1 ; date:2000-12-19|user:AHI2JP2VMV288|score:5|votes:9|help:8 ; date:2001-1-11|user:A1CT7Q1T55YSG9|score:5|votes:13|help:12 ; date:2001-1-15|user:A2D38L79M4ZYD3|score:5|votes:13|help:13 ; date:2001-2-5|user:A215IFPSHN7XOM|score:5|votes:54|help:50 ; date:2001-2-21|user:A1F75WZGQJWGDC|score:5|votes:15|help:14 ; date:2001-4-9|user:A5I8LPPZVQ5BQ|score:5|votes:47|help:45 ; date:2001-4-24|user:A3SN9EF7GTNEU2|score:5|votes:20|help:16 ; date:2001-7-11|user:A2P5BW17M2SBYX|score:4|votes:10|help:7 ; date:2001-9-27|user:A3UWRFHWN4J0WP|score:5|votes:29|help:29 ; date:2001-10-22|user:A262S72YUQG43M|score:5|votes:7|help:7 ; date:2001-10-26|user:A1SWMDZPU8AHCE|score:4|votes:3|help:1 ; date:2001-11-3|user:A3UCF3N4RY9PZ6|score:5|votes:7|help:7 ; date:2001-11-29|user:A16TDMLEH9852N|score:5|votes:5|help:5 ; date:2001-12-30|user:AZJBZXW1LTETR|score:4|votes:3|help:2 ; date:2001-12-31|user:A2O08YIKUR30XH|score:5|votes:22|help:22 ; date:2001-12-31|user:A3FXA1JFNUB29N|score:5|votes:7|help:5 ; date:2002-1-6|user:A1PAN1ZMKTSIG8|score:5|votes:31|help:30 ; date:2002-1-19|user:A28RGR7P6LOJJ3|score:5|votes:13|help:13 ; date:2002-1-22|user:A21F85IKY42QT9|score:5|votes:29|help:29 ; date:2002-3-23|user:A279IUVQUDT3KC|score:5|votes:23|help:22 ; date:2002-5-8|user:A661E3PBYJ5QU|score:5|votes:20|help:20 ; date:2002-7-1|user:A3D0RU1URR2IOF|score:5|votes:26|help:26 ; date:2002-8-24|user:A348KJOIW462A5|score:5|votes:17|help:17 ; date:2002-10-6|user:A1UZ18A25JUYVW|score:4|votes:5|help:5 ; date:2002-12-29|user:A2ST69F523JINC|score:4|votes:2|help:2 ; date:2002-12-29|user:A2ST69F523JINC|score:4|votes:10|help:10 ; date:2003-3-9|user:AF10TND4VIRP2|score:4|votes:4|help:4 ; date:2003-3-25|user:A1B90EMHXH4OXQ|score:1|votes:19|help:5 ; date:2003-4-17|user:A1IU7S4HCK1XK0|score:4|votes:12|help:12 ; date:2004-3-18|user:AYC3BAAHZII2T|score:5|votes:11|help:11 ; date:2005-1-26|user:A2JLVWNAL2Z8O2|score:5|votes:3|help:3 ; date:2005-2-26|user:A29Q3ULRK9KPPD|score:5|votes:6|help:6
29428,0684842289,"The $50 Dinner Party : 26 Dinner Parties that Won't Break Your Bank, Your Back, Or Your Schedule",Book,386065,5,067131727X;0071411925;0452272351;1557883521;1557884021,4,"|Books[283155]|Subjects[1000]|Cooking, Food & Wine[6]|General[4233] ; |Books[283155]|Subjects[1000]|Cooking, Food & Wine[6]|Special Occasions[4327]|General[4330] ; |Books[283155]|Subjects[1000]|Cooking, Food & Wine[6]|Special Occasions[4327]|Party Planning[4333] ; |Books[283155]|Subjects[1000]|Cooking, Food & Wine[6]|Special Occasions[4327]|Tablesetting[4335]",8,8,4,date:1998-12-4|user:A3E52H8UVTRX6F|score:3|votes:39|help:39 ; date:1999-11-3|user:ATVPDKIKX0DER|score:3|votes:17|help:9 ; date:2000-1-24|user:A3KUKANT2MSI1U|score:5|votes:18|help:17 ; date:2001-3-16|user:A32O4GWGVV9VAG|score:3|votes:8|help:7 ; date:2002-4-22|user:A3H1YBZ234LR2|score:5|votes:9|help:9 ; date:2003-6-5|user:A2ZNPU1YB0H2LC|score:3|votes:8|help:8 ; date:2003-11-3|user:A1AE6LKXJS0ZC3|score:5|votes:0|help:0 ; date:2004-4-19|user:A23OV9YYF97IEO|score:5|votes:1|help:1
29495,0941016943,Definitely Danish,Book,755404,0,,2,"|Books[283155]|Subjects[1000]|Cooking, Food & Wine[6]|Gastronomy[4229]|History[4232] ; |Books[283155]|Subjects[1000]|History[9]|Europe[4935]|Denmark[4946]",3,3,4.5,date:2000-11-19|user:APK40UYZTHFKI|score:5|votes:23|help:23 ; date:2003-3-28|user:A14MPY69ES9RVR|score:3|votes:1|help:1 ; date:2003-4-26|user:A1FPDZMFK7A50M|score:5|votes:4|help:3
29717,0754809587,Whole Foods,Book,825191,0,,4,"|Books[283155]|Subjects[1000]|Cooking, Food & Wine[6]|General[4233] ; |Books[283155]|Subjects[1000]|Cooking, Food & Wine[6]|Special Diet[4317]|Healthy[4320] ; |Books[283155]|Subjects[1000]|Cooking, Food & Wine[6]|Natural Foods[4340] ; |Books[283155]|Subjects[1000]|Health, Mind & Body[10]|Diets & Weight Loss[4613]|Special Conditions[4632]|Whole Foods[282853]",0,0,0,
29810,0130225436,"The World of Culinary Supervision, Training, and Management (2nd Edition)",Book,431546,5,047141977X;0130648442;0471290165;0130618659;0471464260,8,"|Books[283155]|Subjects[1000]|Business & Investing[3]|Careers[2572]|Guides[2575] ; |Books[283155]|Subjects[1000]|Business & Investing[3]|Industries & Professions[2624]|Hospitality, Travel & Tourism[2636] ; |Books[283155]|Subjects[1000]|Cooking, Food & Wine[6]|General[4233] ; |Books[283155]|Subjects[1000]|Cooking, Food & Wine[6]|Culinary Arts & Techniques[4252] ; |Books[283155]|Subjects[1000]|Cooking, Food & Wine[6]|Professional Cooking[4251]|Professional[4254] ; |Books[283155]|Specialty Stores[504360]|New & Used Textbooks[465600]|Business & Finance[468220]|General[491576] ; |[265523]|Amazon.com Stores[285080]|Home & Office[764512]|Business & Investing Books[767740]|Careers[767800]|Guides[767804] ; |[265523]|Amazon.com Stores[285080]|Home & Office[764512]|Business & Investing Books[767740]|Industries & Professions[767882]|Hospitality, Travel & Tourism[767918]",2,2,3.5,date:1999-8-18|user:ATVPDKIKX0DER|score:5|votes:9|help:4 ; date:2001-12-15|user:A6PG28IDT9WGZ|score:2|votes:2|help:1
29847,0812924754,"American Heart Association Low-Fat, Low-Cholesterol Cookbook : More than 200 Delicious, Heart-Healthful Recipes for the Whole Family (American Heart Association Cookbook)",Book,250453,5,0028637623;0812926846;0609808621;0345461827;081293332X,7,"|Books[283155]|Subjects[1000]|Cooking, Food & Wine[6]|General[4233] ; |Books[283155]|Subjects[1000]|Cooking, Food & Wine[6]|Special Diet[4317]|Low Cholesterol[4322] ; |Books[283155]|Subjects[1000]|Cooking, Food & Wine[6]|Special Diet[4317]|Low Fat[4323] ; |Books[283155]|Subjects[1000]|Health, Mind & Body[10]|Diets & Weight Loss[4613]|Special Conditions[4632]|Low Cholesterol[4640] ; |Books[283155]|Subjects[1000]|Parenting & Families[20]|General[172722] ; |Books[283155]|Subjects[1000]|Health, Mind & Body[10]|Diets & Weight Loss[4613]|Special Conditions[4632]|Low-Fat Diet[282849] ; |Books[283155]|Subjects[1000]|Health, Mind & Body[10]|Nutrition[282861]|American Heart Association[282871]",1,1,5,date:2000-4-9|user:A1T6N65SYJEEYB|score:5|votes:65|help:62
29861,081182120X,"Omelettes, Souffles & Frittatas",Book,54786,5,1558672567;0890878331;0395909910;0811816966;0895866692,3,"|Books[283155]|Subjects[1000]|Cooking, Food & Wine[6]|Baking[4196]|Pastry[4204] ; |Books[283155]|Subjects[1000]|Cooking, Food & Wine[6]|Cooking by Ingredient[4208]|Cheese & Dairy[4209] ; |Books[283155]|Subjects[1000]|Cooking, Food & Wine[6]|General[4233]",2,2,4.5,date:2001-8-14|user:A19EFSAVYJ5INH|score:4|votes:3|help:2 ; date:2003-9-3|user:A1J0D1K4NDNCOR|score:5|votes:1|help:1
29868,0963937162,The Baker's Trade: A Recipe for Creating the Successful Small Bakery,Book,26451,5,0910627339;1853394076;0471405256;1574101382;0471268569,3,"|Books[283155]|Subjects[1000]|Business & Investing[3]|Small Business & Entrepreneurship[2741]|General[2747] ; |Books[283155]|Subjects[1000]|Cooking, Food & Wine[6]|General[4233] ; |[265523]|Amazon.com Stores[285080]|Home & Office[764512]|Business & Investing Books[767740]|Small Business & Entrepreneurship[768100]|General[768106]",8,8,4.5,date:1999-4-22|user:A1179B7H9RV0AX|score:5|votes:23|help:19 ; date:2000-2-14|user:A1ANUP5HLTEZ8X|score:5|votes:18|help:12 ; date:2002-3-6|user:AB2SKBYIUUW3S|score:1|votes:29|help:21 ; date:2002-3-11|user:AA0N187M4B38W|score:5|votes:9|help:8 ; date:2002-6-17|user:A25CXUBF7BYX4R|score:5|votes:9|help:8 ; date:2002-10-26|user:A325R75V798XNW|score:5|votes:10|help:5 ; date:2003-6-7|user:A2WG33SBOT901X|score:4|votes:11|help:11 ; date:2003-6-7|user:A2WG33SBOT901X|score:4|votes:5|help:5
30010,0688113257,"Panini Bruschetta Crostini: Sandwiches, Italian Style",Book,221818,5,0375412603;1558672850;B00009K3SJ;0811818128;B00008PC7M,4,"|Books[283155]|Subjects[1000]|Cooking, Food & Wine[6]|Baking[4196]|Bread[4197] ; |Books[283155]|Subjects[1000]|Cooking, Food & Wine[6]|General[4233] ; |Books[283155]|Subjects[1000]|Cooking, Food & Wine[6]|Reference[4261] ; |Books[283155]|Subjects[1000]|Cooking, Food & Wine[6]|Regional & International[4262]|European[4275]|Italian[4285]",6,6,4,date:2000-8-9|user:A3K785N80N8507|score:4|votes:35|help:35 ; date:2002-12-14|user:A1OX82JPAQLL60|score:5|votes:23|help:22 ; date:2003-3-16|user:ANDVZSPRD35X9|score:2|votes:27|help:10 ; date:2003-10-4|user:A1HWEKT60MXTLC|score:5|votes:11|help:9 ; date:2004-9-12|user:A1V344BH6YYK2|score:2|votes:12|help:10 ; date:2005-6-14|user:AMZ41JL4YNW2B|score:5|votes:1|help:1
30033,0679747656,The Way to Cook,Book,30459,5,0375411518;0375413405;0394401522;0375404317;0517207125,3,"|Books[283155]|Subjects[1000]|Cooking, Food & Wine[6]|General[4233] ; |Books[283155]|Subjects[1000]|Cooking, Food & Wine[6]|Quick & Easy[4257]|General[4259] ; |Books[283155]|Subjects[1000]|Cooking, Food & Wine[6]|Reference[4261]",33,33,5,date:1996-5-20|user:ATVPDKIKX0DER|score:5|votes:1|help:1 ; date:1998-12-30|user:ATVPDKIKX0DER|score:5|votes:12|help:10 ; date:1999-3-19|user:AFZH50EY7NKGC|score:5|votes:2|help:2 ; date:1999-4-12|user:ATVPDKIKX0DER|score:5|votes:1|help:1 ; date:1999-4-19|user:A2OOOU4BG9DPM4|score:5|votes:5|help:4 ; date:1999-10-19|user:AH03IALEL7OJD|score:5|votes:6|help:5 ; date:1999-10-24|user:ATVPDKIKX0DER|score:5|votes:4|help:3 ; date:1999-11-23|user:A1CBS66P19G09W|score:5|votes:58|help:57 ; date:1999-12-8|user:AISOC17HI9O4W|score:5|votes:59|help:57 ; date:2000-2-14|user:AAWP26MF5F334|score:5|votes:11|help:9 ; date:2000-2-20|user:A1NA8HK21OTO0Q|score:5|votes:21|help:20 ; date:2000-6-27|user:A204ETWOV23HO4|score:5|votes:21|help:21 ; date:2000-6-27|user:ATVPDKIKX0DER|score:5|votes:7|help:7 ; date:2001-5-22|user:A1NW2M2T7VCCH2|score:5|votes:7|help:7 ; date:2001-10-4|user:A1TW8A17G6SK9G|score:4|votes:27|help:27 ; date:2001-11-1|user:A3GDL9L4RW9GUD|score:5|votes:3|help:3 ; date:2001-11-27|user:AF1ZGT1K3VTUK|score:3|votes:14|help:10 ; date:2002-6-11|user:A2TFV932PI4CFR|score:5|votes:5|help:1 ; date:2002-8-17|user:A1UKDGA9ZP3RDA|score:5|votes:13|help:12 ; date:2003-1-17|user:A2RM5Z9LO295E6|score:2|votes:61|help:0 ; date:2003-4-6|user:A2JP9VGODIUVRF|score:5|votes:5|help:5 ; date:2003-6-18|user:A3C7Z6062ND1RI|score:5|votes:0|help:0 ; date:2003-9-9|user:A2CVV9Y58HB0S|score:5|votes:2|help:1 ; date:2003-10-2|user:A27JV7RK87SSXD|score:5|votes:4|help:4 ; date:2003-10-5|user:A1AQ84YBVRAI2Q|score:4|votes:6|help:6 ; date:2004-1-3|user:AYROX2VWT4N4T|score:5|votes:4|help:4 ; date:2004-3-13|user:A281T8MXBOSWY5|score:4|votes:5|help:5 ; date:2004-5-2|user:A20IIR0422G3A5|score:5|votes:25|help:24 ; date:2004-9-11|user:ALNDH8B0EVBIJ|score:5|votes:3|help:3 ; date:2004-11-2|user:A18GICHMRTVT6D|score:5|votes:4|help:3 ; date:2004-11-29|user:A3EPHBMU07LZ50|score:5|votes:1|help:1 ; date:2005-2-1|user:ARVLM8440KQ1S|score:5|votes:1|help:1 ; date:2005-4-10|user:A22O4JPKZLRQ5|score:5|votes:3|help:2
30078,1579122671,"Smoothies, Sparklers, Shakes & Coolers: Fifty Refreshing, Revitalizing, Alcohol-Free Drinks",Book,889820,0,,2,"|Books[283155]|Subjects[1000]|Cooking, Food & Wine[6]|General[4233] ; |Books[283155]|Subjects[1000]|Cooking, Food & Wine[6]|Drinks & Beverages[4219]|Smoothies[173192]",0,0,0,
30112,1859679056,The Pasta Bible,Book,260909,5,1558670815;060980930X;B00004SPDH;0789465485;0670869961,2,"|Books[283155]|Subjects[1000]|Cooking, Food & Wine[6]|Cooking by Ingredient[4208]|Pasta[4217] ; |Books[283155]|Subjects[1000]|Cooking, Food & Wine[6]|General[4233]",4,4,5,date:2000-8-18|user:AZ6DPJN87TODW|score:4|votes:29|help:27 ; date:2003-6-15|user:AZ70IBKR3109Y|score:5|votes:1|help:1 ; date:2003-7-13|user:APWKL366WSMWL|score:5|votes:0|help:0 ; date:2003-8-30|user:A1KRENAN6HSC9U|score:5|votes:2|help:2
30126,1842151304,Best of Ireland (Cook's Essentials),Book,1333628,0,,2,"|Books[283155]|Subjects[1000]|Cooking, Food & Wine[6]|General[4233] ; |Books[283155]|Subjects[1000]|Cooking, Food & Wine[6]|Regional & International[4262]|European[4275]|Irish[4284]",0,0,0,
30257,1882345339,"Explore Wine Tourism: Management, Development & Destinations",Book,877020,1,075065466X,2,"|Books[283155]|Subjects[1000]|Cooking, Food & Wine[6]|Drinks & Beverages[4219]|Wine[4224]|Wine & Winemaking[4227] ; |Books[283155]|Subjects[1000]|Cooking, Food & Wine[6]|General[4233]",1,1,5,date:2002-3-31|user:A27JV5MUBTKZ0X|score:5|votes:2|help:0
30267,0764553542,French Wine for Dummies,Book,155073,5,0764553550;0764525441;0764550128;076455011X;0764552163,2,"|Books[283155]|Subjects[1000]|Cooking, Food & Wine[6]|Drinks & Beverages[4219]|Spirits[4223] ; |Books[283155]|Subjects[1000]|Cooking, Food & Wine[6]|General[4233]",4,4,5,date:2001-10-15|user:AW3GW105UDEO4|score:5|votes:13|help:13 ; date:2002-7-26|user:A1CYRTQ04LYI55|score:4|votes:2|help:2 ; date:2002-12-28|user:AP1FE35C4TKNX|score:5|votes:2|help:1 ; date:2003-8-19|user:A2R3RXGEA4N8HR|score:5|votes:1|help:1
30293,0942407326,Perennials: A Southern Celebration of Foods and Flavors,Book,1209213,0,,1,"|Books[283155]|Subjects[1000]|Cooking, Food & Wine[6]|General[4233]",0,0,0,
30387,0809230879,The Art of Cooking for the  Diabetic,Book,102732,5,1558536752;0848707508;0764567047;0945448600;1569245460,6,"|Books[283155]|Subjects[1000]|Cooking, Food & Wine[6]|Special Diet[4317]|Diabetic & Sugar-Free[4318] ; |Books[283155]|Subjects[1000]|Health, Mind & Body[10]|Nutrition[282861]|General[4628] ; |Books[283155]|Subjects[1000]|Health, Mind & Body[10]|Diets & Weight Loss[4613]|Special Conditions[4632]|Diabetes[4634] ; |Books[283155]|Subjects[1000]|Parenting & Families[20]|General[172722] ; |Books[283155]|Subjects[1000]|Health, Mind & Body[10]|Disorders & Diseases[4656]|Diabetes[282810]|General[282811] ; |Books[283155]|Subjects[1000]|Health, Mind & Body[10]|Disorders & Diseases[4656]|General[297481]",5,5,4.5,date:1998-4-12|user:A3N00S8HZI0ND2|score:5|votes:38|help:37 ; date:1999-1-13|user:A27BISV7I3GFGN|score:5|votes:20|help:19 ; date:1999-12-8|user:A2WL0S2OFOJ6VO|score:5|votes:46|help:46 ; date:2000-9-28|user:A3MBZJY8ZPAW3O|score:2|votes:14|help:12 ; date:2001-4-5|user:A2JWR8Q2BAM89|score:5|votes:7|help:7
30396,0802132839,Soul Food: Classic Cuisine from the Deep South,Book,100360,5,0807847909;0966187202;0671796291;0060187166;0688162193,4,"|Books[283155]|Subjects[1000]|Cooking, Food & Wine[6]|General[4233] ; |Books[283155]|Subjects[1000]|Cooking, Food & Wine[6]|Regional & International[4262]|U.S. Regional[4300]|African American[4301] ; |Books[283155]|Subjects[1000]|Cooking, Food & Wine[6]|Regional & International[4262]|U.S. Regional[4300]|Soul Food[4313] ; |Books[283155]|Subjects[1000]|Cooking, Food & Wine[6]|Regional & International[4262]|U.S. Regional[4300]|South[4314]",14,14,4.5,date:1998-2-18|user:A3TLV9SVBLBC1G|score:5|votes:4|help:4 ; date:1998-5-27|user:AN4B192R7QVZT|score:4|votes:9|help:9 ; date:1999-2-10|user:A2RFZK5SDIBTFL|score:2|votes:6|help:2 ; date:1999-4-18|user:ATVPDKIKX0DER|score:5|votes:6|help:6 ; date:1999-6-16|user:ATVPDKIKX0DER|score:5|votes:6|help:6 ; date:1999-11-6|user:A1B62PH6R7N62V|score:5|votes:8|help:8 ; date:2000-1-16|user:A2Q9U2SA7Z7BE0|score:5|votes:15|help:15 ; date:2000-1-28|user:AXRRI1T047H76|score:4|votes:11|help:10 ; date:2001-2-16|user:A3DYIGOLWS5CNS|score:5|votes:18|help:17 ; date:2001-7-30|user:A356TJCTCLDN89|score:4|votes:6|help:5 ; date:2001-11-23|user:AQ0ZZR8BT8ED3|score:3|votes:9|help:8 ; date:2002-7-16|user:A1S0HSWAFLBCN5|score:5|votes:2|help:2 ; date:2003-12-5|user:A1NCA02GU033V8|score:4|votes:3|help:3 ; date:2004-2-16|user:A1QL7B56FTWADE|score:5|votes:3|help:3
30415,0486247104,"The First American Cookbook: A Facsimile of ""American Cookery,"" 1796",Book,418034,5,0486277720;0486292967;0231049315;048640840X;0517186780,2,"|Books[283155]|Subjects[1000]|Cooking, Food & Wine[6]|General[4233] ; |Books[283155]|Subjects[1000]|Cooking, Food & Wine[6]|Regional & International[4262]|U.S. Regional[4300]|General[4307]",2,2,5,date:2000-8-27|user:A3C1S5LIDPBMOF|score:5|votes:3|help:3 ; date:2002-6-3|user:A281NPSIMI1C2R|score:5|votes:15|help:14
30503,1850158061,Recipes Notes and Quotes,Book,2478195,0,,4,"|Books[283155]|Subjects[1000]|Cooking, Food & Wine[6]|General[4233] ; |Books[283155]|Subjects[1000]|Cooking, Food & Wine[6]|Reference[4261] ; |Books[283155]|Subjects[1000]|Home & Garden[48]|How-to & Home Improvements[5339]|Household Hints[5376] ; |Books[283155]|Subjects[1000]|Reference[21]|Quotations[11902]",0,0,0,
30523,0471595225,Catering Like a Pro: From Planning to Profit,Book,338134,5,0762724803;0385234805;0910627223;1557883521;1403358907,3,"|Books[283155]|Subjects[1000]|Cooking, Food & Wine[6]|General[4233] ; |Books[283155]|Subjects[1000]|Cooking, Food & Wine[6]|Professional Cooking[4251]|Professional[4254] ; |Books[283155]|Subjects[1000]|Cooking, Food & Wine[6]|Special Occasions[4327]|Tablesetting[4335]",3,3,3,date:1998-5-28|user:ATVPDKIKX0DER|score:4|votes:96|help:94 ; date:2001-9-22|user:A3V77FJRSFHMCO|score:2|votes:16|help:15 ; date:2002-10-24|user:AQ7L2XG26T7E0|score:3|votes:1|help:1
30557,0572020422,Student's Vegetarian Cook Book (Quick and Easy),Book,1575505,0,,3,"|Books[283155]|Subjects[1000]|Cooking, Food & Wine[6]|General[4233] ; |Books[283155]|Subjects[1000]|Cooking, Food & Wine[6]|Vegetables & Vegetarian[4336]|General[4338] ; |Books[283155]|Subjects[1000]|Health, Mind & Body[10]|Diets & Weight Loss[4613]|Diets[4615]|Vegan[4619]",0,0,0,
30580,8877431733,Venice and Food,Book,159104,3,0061043370;0553070304;1891267604,4,"|Books[283155]|Subjects[1000]|Cooking, Food & Wine[6]|Gastronomy[4229]|History[4232] ; |Books[283155]|Subjects[1000]|Cooking, Food & Wine[6]|General[4233] ; |Books[283155]|Subjects[1000]|Cooking, Food & Wine[6]|Regional & International[4262]|General[4295] ; |Books[283155]|Subjects[1000]|History[9]|Europe[4935]|Italy[4959]|General[465216]",6,6,5,date:1998-12-4|user:ALHCCUT2NVL4Z|score:5|votes:3|help:3 ; date:1999-5-30|user:A6KBTK656VQ0M|score:5|votes:5|help:5 ; date:2000-12-21|user:A3TKV6WKRYJAY6|score:5|votes:1|help:1 ; date:2002-8-18|user:A25PGSU5LOKRBV|score:5|votes:4|help:3 ; date:2003-2-13|user:A2N813JKR6O5JV|score:5|votes:1|help:1 ; date:2003-8-28|user:A22T7PCYOQ1PAZ|score:5|votes:0|help:0
